94.4219 85.9933
140.519 142.24
144.741 135.811
117.45 59.6106
145.048 138.987
146.445 127.989
179.473 87.7673
127.927 138.86
131.975 124.715
78.9403 207.744
157.037 144.685
142.839 133.718
68.7176 144.828
127.898 135.876
144.873 147.085
109.436 152.753
119.816 137.453
123.699 141.775
189.183 118.236
125.21 140.976
135.807 122.012
55.2437 146.583
123.158 125.263
153.16 125.489
82.3585 79.4969
131.463 133.419
135.362 147.244
188.06 188.223
151.004 136.611
143.851 139.166
132.523 160.671
126.332 138.114
142.074 137.049
98.0054 85.14
140.54 136.001
132.123 125.625
187.398 82.1096
129.824 132.913
126.299 126.766
70.0923 190.987
124.956 127.983
107.341 149.047
80.2025 131.541
146.349 149.021
125.834 139.962
125.634 147.217
129.028 133.209
145.768 152.456
86.2943 170.533
128.482 141.258
140.729 142.291
162.848 108.282
137.222 127.6
133.873 150.933
200.448 140.065
137.971 132.473
139.256 130.674
119.692 128.851
134.391 134.015
130.71 129.372
155.617 103.482
139.779 138.577
122.783 131.203
87.131 162.068
129.135 140.197
137.076 133.337
135.284 185.878
127.861 148.779
139.256 120.617
78.8172 75.5197
139.351 132.256
132.005 142.409
131.249 128.805
128.57 138.297
128.936 132.447
160.818 165.247
130.475 128.968
128.364 147.301
68.3699 80.7255
149.494 135.808
134.118 145.458
59.865 143.229
138.256 139.293
142.495 137.277
194.163 107.585
132.62 139.204
132.531 125.05
113.093 154.464
131.06 135.298
145.22 146.56
109.703 156.836
125.388 133.124
130.897 141.769
111.46 91.6743
124.61 131.523
132.247 120.992
138.428 95.196
126.305 126.4
142.467 130.806
207.761 58.1722
133.589 142.161
137.67 122.657
148.604 214.834
137.374 144.977
126.974 136.639
188.089 106.654
136.627 118.376
123.583 150.658
124.179 175.537
135.336 135.991
144.802 131.125
107.676 55.3883
119.055 145.142
148.846 137.69
183.283 191.398
134.312 136.959
134.596 143.113
114.485 144.425
131.276 132.912
131.383 135.503
135.881 130.226
143.857 140.71
126.097 143.857
161.601 148.301
128.283 116.86
136.647 121.49
132.104 121.127
125.258 127.891
130.647 147.807
178.33 192.222
124.22 135.319
137.83 139.708
203.585 59.891
135.666 126.282
142.943 137.57
162.364 113.904
120.244 120.269
114.68 119.054
102.121 82.0959
140.55 125.038
129.236 129.212
197.485 72.2196
148.171 136.55
139.662 128.658
147.258 183.56
129.632 139.841
135.257 142.227
134.075 151.021
133.027 143.374
144.147 150.585
185.169 112.375
130.801 156.561
125.85 136.693
74.5302 95.8785
140.922 137.139
138.699 138.372
96.4938 77.8815
136.82 143.658
124.275 136.212
74.9346 79.4028
133.313 152.536
139.831 136.363
160.419 137.557
135.174 139.533
127.414 133.339
142.223 138.684
138.776 132.829
131.069 122.651
85.7977 91.5964
124.401 124.983
124.506 145.658
182.252 110.232
122.098 141.006
130.765 138.969
109.737 158.394
138.971 133.427
143.762 150.178
76.7388 206.403
130.798 117.278
139.073 141.375
102.16 199.607
131.826 131.32
161.541 134.297
123.082 60.5435
121.854 116.284
130.23 124.533
156.41 188.294
140.966 129.75
139.27 129.151
164.416 111.209
147.978 123.937
119.753 140.793
197.822 115.228
133.662 128.619
120.145 139.034
135.758 119.565
136.275 137.047
127.566 124.629
213.951 166.44
147.29 129.727
135.86 144.355
167.798 155.006
122.715 139.156
150.049 155.286
172.113 120.775
132.493 131.521
131.864 151.406
107.175 185.959
147.351 123.087
135.416 138.159
80.6205 87.6013
154.758 136.028
138.656 136.593
192.846 211.534
127.638 137.376
134.319 127.147
163.293 113.991
127.69 140.223
123.974 145.404
193.423 98.7054
140.533 148.663
143.996 130.782
85.265 79.7127
121.497 133.688
131.994 128.216
111.189 165.682
139.747 137.919
127.549 143.475
99.034 100.694
150.162 124.034
142.571 132.275
94.071 160.023
128.557 132.918
143.312 125.445
197.303 59.9709
132.213 142.147
149.471 157.568
210.011 58.3273
140.471 128.23
143.2 148.786
137.921 67.1923
130.611 139.793
128.873 142.22
84.2957 185.717
132.729 147.285
129.063 133.006
162.955 118.635
116.634 124.21
128.965 122.128
154.386 134.106
129.724 134.214
125.318 118.761
119.21 88.9344
134.717 130.443
148.45 134.986
201.171 61.5712
129.819 151.826
132.933 118.427
66.8663 139.273
136.179 136.844
137.125 150.37
116.272 63.8667
121.91 123.694
123.438 138.222
157.893 110.717
133.763 134.004
142.404 129.672
119.188 95.7165
136.218 130.743
138.176 142.726
211.299 111.646
143.494 138.437
138.719 119.598
85.7454 94.3257
135.708 140.22
143.255 120.08
191.715 211.229
139.875 128.377
125.596 128.332
173.506 87.1409
114.032 135.445
130.156 130.411
211.31 112.015
131.331 141.173
135.944 139.832
163.788 115.92
130.097 149.836
134.072 136.589
121.547 185.523
138.445 129.896
132.643 118.843
180.345 64.3731
123.696 132.905
121.118 157.036
188.677 149.59
113.529 125.378
120.598 136.908
144.209 107.767
126.346 126.902
136.278 128.886
156.592 76.1096
129.435 138.218
126.689 143.689
208.029 166.609
132.667 128.55
131.738 117.09
69.7363 164.709
131.068 152.142
139.836 120.623
127.922 179.376
127.462 142.371
138.117 140.123
96.0814 56.3988
142.109 138.689
117.835 115.314
130.395 61.556
143.427 146.729
122.567 122.116
133.495 208.289
140.069 147.587
132.256 155.483
149.678 59.0366
128.592 129.068
141.752 123.24
106.628 157.136
142.759 123.775
125.038 122.33
56.2348 94.8856
134.504 136.24
142.917 128.484
76.4421 109.02
131.586 155.43
148.431 134.223
66.7241 189.431
151.8 141.923
139.705 129.324
135.213 202.725
133.636 143.724
132.648 137.953
154.702 163.243
138.493 129.257
133.977 151.55
169.157 121.353
140.043 123.223
126.698 135.677
81.9169 98.7806
124.909 137.418
141.209 153.947
207.775 129.65
144.848 138.839
132.15 130.089
106.455 181.618
125.437 140.796
130.598 119.189
195.946 168.709
142.593 139.002
