149.966 115.889
140.461 144.108
136.974 121.027
120.839 114.666
144.76 133.275
116.637 128.451
130.345 140.981
133.196 124.571
147.956 147.938
133.917 145.556
148.295 122.194
132.114 123.88
146.132 144.511
139.76 110.911
139.574 125.668
140.968 135.111
149.168 121.344
143.67 135.232
136.9 132.514
147.615 127.394
139.699 121.888
139.408 130.227
145.481 140.521
126.951 141.413
125.248 156.264
127.412 120.226
132.589 144.412
132.526 133.922
150.675 146.951
138.204 134.932
141.96 125.602
131.164 128.041
130.292 121.237
132.543 137.365
127.677 144.944
135.072 141.086
139.514 139.876
144.104 135.908
135.145 137.564
136.785 146.273
116.941 147.018
146.899 156.797
126.232 150.473
128.857 141.642
134.046 135.458
143.213 146.835
132.334 142.866
141.893 135.605
132.686 116.102
133.712 128.294
146.816 141.792
135.365 132.481
137.188 144.229
127.981 143.74
122.352 140.744
123.762 146.089
133.225 138.573
137.68 138.357
128.683 137.525
145.57 113.575
125.993 127.816
148.513 134.863
127.37 150.102
141.082 158.488
121.446 131.751
143.208 130.123
142.184 149.898
121.981 133.658
123.743 125.513
125.144 137.036
155.122 142.272
130.149 124.767
123.929 141.455
135.592 135.423
130.61 160.405
151.255 144.699
127.048 117.454
128.853 119.18
130.106 135.46
133.084 140.405
132.432 146.715
120.602 110.379
136.869 148.726
150.774 150.713
144.408 130.006
136.651 130.234
151.713 150.932
124.546 129.726
120.807 140.539
143.149 132.648
122.425 142.021
140.035 138.081
116.754 136.159
136.518 110.544
135.833 138.965
136.678 137.478
122.781 117.329
154.913 124.428
136.187 135.279
139.854 139.192
116.56 145.592
132.51 112.069
142.584 135.461
123.751 130.697
125.341 128.86
129.774 145.924
142.184 135.353
138.617 124.844
140.36 135.659
122.621 127.722
137.836 142.336
115.327 144.909
150.9 124.889
136.235 129.782
149.629 135.352
141.219 135.519
167.274 127.024
127.404 125.689
125.752 117.123
137.464 150.339
126.241 132.904
137.138 119.723
115.573 136.49
128.216 132.487
142.024 142.02
132.393 135.826
140.756 143.124
131.742 145.459
138.057 140.216
131.822 139.386
142.485 144.876
129.443 129.899
139.61 141.346
118.472 129.787
152.317 139.934
130.653 120.043
133.968 155.399
128.602 123.966
145.326 140.588
122.231 147.073
130.151 139.705
129.647 142.053
128.571 131.967
133.426 121.456
128.166 141.102
129.61 132.515
122.462 138.283
130.7 132.431
139.924 126.015
141.211 133.913
132.079 135.812
125.622 135.204
114.025 129.984
128.026 127.56
139.474 137.438
135.563 131.356
126.45 137.604
151.726 132.743
132.998 142.372
122.66 136.599
133.948 130.59
110.006 143.437
139.508 122.156
